업소명,소재지,영업장면적,전화번호,업태명,데이터기준일자
동네와인,제주특별자치도 제주시 구좌읍 해맞이해안로 480-1,18.81,,기타,2021-02-23
동녁바당,제주특별자치도 제주시 조천읍 신촌3길 19,28.86,,기타,2021-02-23
동녘,제주특별자치도 제주시 구좌읍 해맞이해안로 2232-30,99,,기타,2021-02-23
동명정류장,제주특별자치도 제주시 한림읍 동명7길 26,71.86,,기타,2021-02-23
동명카페,제주특별자치도 제주시 신산로 33-1,98.9,064-724-0036,기타,2021-02-23
동문관,제주특별자치도 제주시 동문로4길 17-3 ,66,064-725-3131,기타,2021-02-23
동문수산시장,제주특별자치도 제주시 관덕로14길 10,49,,기타,2021-02-23
동문참식당,제주특별자치도 제주시 관덕로14길 16,45.31,,기타,2021-02-23
동백낭식당,제주특별자치도 제주시 구좌읍 비자림로 1814,49.5,,기타,2021-02-23
동부산가든,제주특별자치도 제주시 봉개북1길 10,262.5,,기타,2021-02-23
동아리노형서중점,제주특별자치도 제주시 월랑북길 27 ,44.1,064-711-8420,기타,2021-02-23
동진식당공항점,제주특별자치도 제주시 용화로 51-1,98.29,,기타,2021-02-23
동촌하우스,제주특별자치도 제주시 구좌읍 종달논길 61-4,35.2,,기타,2021-02-23
동카름,제주특별자치도 제주시 조천읍 신촌9길 40-3,29.75,,기타,2021-02-23
동코스그늘집,제주특별자치도 제주시 한림읍 금악리 산 54,77.4,064-799-2200,기타,2021-02-23
동태뚝배기,제주특별자치도 제주시 진군2길 23-2,85.14,,기타,2021-02-23
돼지구이연구소본점,제주특별자치도 제주시 신대로13길 19,66,,기타,2021-02-23
돼지목장,제주특별자치도 제주시 연동9길 37 ,92.56,064-746-2201,기타,2021-02-23
두꺼비집,제주특별자치도 제주시 구좌읍 해맞이해안로 1422-7,99,,기타,2021-02-23
두더지식당제주,제주특별자치도 제주시 박성내서길 14,88.83,,기타,2021-02-23
두물머리연핫도그,제주특별자치도 제주시 한경면 일주서로 4533-19,54.17,,기타,2021-02-23
두찜신제주점,제주특별자치도 제주시 노형10길 17,78.36,,기타,2021-02-23
두찜제주삼화지구점,제주특별자치도 제주시 건주로4길 20-1,67.2,064-755-2753,기타,2021-02-23
둥이네고깃집베라체점,제주특별자치도 제주시 신설로9길 12-5,108.8,,기타,2021-02-23
뒷돈,제주특별자치도 제주시 인다13길 59 ,168.64,,기타,2021-02-23
드라마글로벌,제주특별자치도 제주시 애월읍 금성1길 36,94.88,,기타,2021-02-23
드렁큰디제이,제주특별자치도 제주시 애월읍 가문동길 41-2,103.4,,기타,2021-02-23
드리넘넘,제주특별자치도 제주시 구좌읍 해맞이해안로 508-1,91.84,,기타,2021-02-23
드림핫도그,제주특별자치도 제주시 노연로 12,33.92,,기타,2021-02-23
듬뿍담뿍,제주특별자치도 제주시 동광로21길 12,40,,기타,2021-02-23
디다이닝,제주특별자치도 제주시 탑동로2길 3,195,,기타,2021-02-23
디바인커피,제주특별자치도 제주시 우도면 우도해안길 1112,121.88,,기타,2021-02-23
디아트함덕,제주특별자치도 제주시 조천읍 조함해안로 504,371.2,064-801-9901,기타,2021-02-23
디오라제,제주특별자치도 제주시 애월읍 애월해안로 554-8,102,,기타,2021-02-23
디저트39이도점,제주특별자치도 제주시 연신로 85,79,,기타,2021-02-23
디저트39함덕점,제주특별자치도 제주시 조천읍 조함해안로 530,123.81,,기타,2021-02-23
딜레탕트,제주특별자치도 제주시 조천읍 신북로 144,138,,기타,2021-02-23
딩동댕,제주특별자치도 제주시 테우해안로 148,53.65,,기타,2021-02-23
따소롬,제주특별자치도 제주시 구좌읍 월정1길 72-1,46.28,,기타,2021-02-23
딱새우랑,제주특별자치도 제주시 구좌읍 해맞이해안로 990,83.3,,기타,2021-02-23
땅땅치킨노형점,제주특별자치도 제주시 다랑곶6길 38,49.23,,기타,2021-02-23
땅땅치킨일도점,제주특별자치도 제주시 동문로 43,47.7,,기타,2021-02-23
땡큐꼬마김밥,제주특별자치도 제주시 신설로11길 51 ,50,064-805-5585,기타,2021-02-23
떡갈비먹젠,제주특별자치도 제주시 중앙로11길 1,16.5,,기타,2021-02-23
떡군이네떡볶이신제주점,제주특별자치도 제주시 성신로 18-5,32.72,,기타,2021-02-23
떡볶이스타동문시장점,제주특별자치도 제주시 중앙로15길 6,62.28,,기타,2021-02-23
떡하니,제주특별자치도 제주시 구좌읍 행원로9길 9-5,42.56,,기타,2021-02-23
또똣,제주특별자치도 제주시 동화로 12 ,66,,기타,2021-02-23
또똣한김밥,제주특별자치도 제주시 오복4길 38,64,064-721-0999,기타,2021-02-23
또온다곱창,제주특별자치도 제주시 은남길 30,39.66,,기타,2021-02-23
또올레포차,제주특별자치도 제주시 신성로 80,70.65,064-746-2454,기타,2021-02-23
또와요분식,제주특별자치도 제주시 월대4길 1,56.1,,기타,2021-02-23
똥파리와봉달이네연탄구이,제주특별자치도 제주시 다랑곶4길 46 ,63.17,064-745-3192,기타,2021-02-23
뚱보집노형점,제주특별자치도 제주시 월랑로10길 25 ,69.57,064-748-0204,기타,2021-02-23
뚱아저씨화덕피자3호점,제주특별자치도 제주시 서흘4길 17,50.92,064-702-5771,기타,2021-02-23
뚱이네돈양념구이,제주특별자치도 제주시 신산로8길 11,34.34,,기타,2021-02-23
뜨락,제주특별자치도 제주시 애월읍 하귀동남2길 1,119.7,,기타,2021-02-23
뜨래별스크린골프클럽(구내),제주특별자치도 제주시 구남로7길 25,60,064-755-8526,기타,2021-02-23
뜨레솥밥,제주특별자치도 제주시 애월읍 평화로 2556,196.1,,기타,2021-02-23
뜰에국수,제주특별자치도 제주시 한림읍 귀덕9길 4,73.2,,기타,2021-02-23
라마다바이윈덤제주더함덕호텔다이아몬드,제주특별자치도 제주시 조천읍 신북로 470,414.89,,기타,2021-02-23
라마다바이윈덤제주더함덕호텔오팔,제주특별자치도 제주시 조천읍 신북로 470,95.76,,기타,2021-02-23
라온더마파크,제주특별자치도 제주시 한림읍 월림7길 155,126.73,064-795-8080,기타,2021-02-23
라온스토리,제주특별자치도 제주시 한경면 용금로 998,99.15,,기타,2021-02-23
라운딩,제주특별자치도 제주시 국기로4길 16,89.91,064-744-3663,기타,2021-02-23
라이브숨비소리,제주특별자치도 제주시 애월읍 애월로 33,116.12,,기타,2021-02-23
라이터스블럭,제주특별자치도 제주시 신설로5길 8,96.85,,기타,2021-02-23
라이프,제주특별자치도 제주시 원노형2길 28,67.27,,기타,2021-02-23
라체나,제주특별자치도 제주시 신설로7길 27,197.88,,기타,2021-02-23
라화쿵부제주점,제주특별자치도 제주시 연동3길 37,113.27,,기타,2021-02-23
람떼떼,제주특별자치도 제주시 한림읍 한림해안로 8,110.33,,기타,2021-02-23
랍스타벅스,제주특별자치도 제주시 한림읍 한림로 335,27,,기타,2021-02-23
램하우스,제주특별자치도 제주시 조천읍 교래1길 45,68.16,,기타,2021-02-23
런던아이,제주특별자치도 제주시 인다9길 8,104.92,,기타,2021-02-23
레드락샤브샤브,제주특별자치도 제주시 노형로 27-10,156.55,,기타,2021-02-23
레드썬셋,제주특별자치도 제주시 구좌읍 구좌해안로 16,133.75,,기타,2021-02-23
레몬비바베큐장,제주특별자치도 제주시 한림읍 한림해안로 592-1,80.26,,기타,2021-02-23
레브,제주특별자치도 제주시 신성로 86-1,65.29,064-900-3575,기타,2021-02-23
레아드레스앤카페,제주특별자치도 제주시 1100로 3213-8,82,,기타,2021-02-23
레이니데이,제주특별자치도 제주시 애월읍 중산간서로 5384,54.34,,기타,2021-02-23
레이지,제주특별자치도 제주시 서광로11길 14,54.3,,기타,2021-02-23
레인보우티,제주특별자치도 제주시 조천읍 일주동로 762,62.24,,기타,2021-02-23
렉스포켓클럽,제주특별자치도 제주시 연동7길 28,33,,기타,2021-02-23
로또돼지,제주특별자치도 제주시 용담로 16,392.3,,기타,2021-02-23
로맨틱새우,제주특별자치도 제주시 애월읍 곽지1길 12-12,87.41,,기타,2021-02-23
로빈앤블루,제주특별자치도 제주시 우도면 우도해안길 856,149.25,064-782-8595,기타,2021-02-23
로스트앤헤븐,제주특별자치도 제주시 테우해안로 162,89.99,064-742-3322,기타,2021-02-23
로시(LOWSEA),제주특별자치도 제주시 구좌읍 종달로3길 2-26,19.83,,기타,2021-02-23
로얄호프,제주특별자치도 제주시 신대로12길 45,99,,기타,2021-02-23
로우,제주특별자치도 제주시 광양14길 12,82.74,064-756-3679,기타,2021-02-23
로제뜨,제주특별자치도 제주시 서사로20길 4 ,87.66,064-723-6991,기타,2021-02-23
로지피자,제주특별자치도 제주시 구좌읍 행원로1길 12-1,83.1,,기타,2021-02-23
로치아,제주특별자치도 제주시 도공로 53,49.09,,기타,2021-02-23
로컬제주이야기카페,제주특별자치도 제주시 서해안로 620,183.02,,기타,2021-02-23
록다미,제주특별자치도 제주시 한림읍 한림로14길 3,61.75,,기타,2021-02-23
롯데스파랜드구내,제주특별자치도 제주시 신광로 52 ,68.62,064-744-1188,기타,2021-02-23
롯타이,제주특별자치도 제주시 한림읍 한림로 691,95,064-796-6933,기타,2021-02-23
료리야,제주특별자치도 제주시 한림읍 한림해안로 456,87.3,,기타,2021-02-23
루머팡인화점,제주특별자치도 제주시 동광로 84,81,,기타,2021-02-23
루스트플레이스구남점,제주특별자치도 제주시 도남로 199,280.2,,기타,2021-02-23
루스트플레이스봉개점,제주특별자치도 제주시 번영로 510,327.65,064-725-9008,기타,2021-02-23
루스트플레이스한림점,제주특별자치도 제주시 한림읍 동명북1길 11,167.94,,기타,2021-02-23
루스트플레이스함덕해수욕장점,제주특별자치도 제주시 조천읍 조함해안로 526,190.42,,기타,2021-02-23
루트팔사,제주특별자치도 제주시 서광로28길 54,86.64,,기타,2021-02-23
룰루랄라,제주특별자치도 제주시 서해안로 161,18,,기타,2021-02-23
르베일,제주특별자치도 제주시 서해안로 264,95.2,064-745-4179,기타,2021-02-23
르토아베이스먼트,제주특별자치도 제주시 구좌읍 해맞이해안로 1226,188.65,,기타,2021-02-23
리드,제주특별자치도 제주시 구남로8길 10-8,132.3,,기타,2021-02-23
리듬,제주특별자치도 제주시 무근성7길 11,128.77,,기타,2021-02-23
리스투아,제주특별자치도 제주시 구남동2길 19-8,76.03,,기타,2021-02-23
리오,제주특별자치도 제주시 수덕9길 81-6 ,73.24,,기타,2021-02-23
리유니온,제주특별자치도 제주시 신성로13길 32,82.62,,기타,2021-02-23
리치망고우도검멀레점,제주특별자치도 제주시 우도면 우도해안길 1132,39.6,,기타,2021-02-23
리코리조트,제주특별자치도 제주시 한림읍 평화로 1281-51,174.77,,기타,2021-02-23
리투스,제주특별자치도 제주시 구좌읍 세화7길 17-7,188.05,,기타,2021-02-23
리틀줄리,제주특별자치도 제주시 애월읍 곽지1길 9,43.22,,기타,2021-02-23
리하의커리,제주특별자치도 제주시 조천읍 조천3길 3,26.03,,기타,2021-02-23
릴로,제주특별자치도 제주시 구좌읍 종달로 60-12,60,,기타,2021-02-23
릴리펏제주점,제주특별자치도 제주시 노연로 80,71.5,,기타,2021-02-23
림스테이블,제주특별자치도 제주시 도평길 59,39.44,064-745-3249,기타,2021-02-23
마고,제주특별자치도 제주시 중앙로7길 31,80,,기타,2021-02-23
마구로하브동,제주특별자치도 제주시 연삼로 422,150.77,,기타,2021-02-23
마넬,제주특별자치도 제주시 조천읍 와흘상길 39-7,71.75,,기타,2021-02-23
마니,제주특별자치도 제주시 구좌읍 해맞이해안로 1112,57.74,,기타,2021-02-23
마니주주,제주특별자치도 제주시 우정로11길 18,53.62,,기타,2021-02-23
마당한동,제주특별자치도 제주시 구좌읍 한동로 100,35.1,,기타,2021-02-23
마라신화마라탕노형점,제주특별자치도 제주시 오광로 189,199.64,,기타,2021-02-23
마라탕풍향만두,제주특별자치도 제주시 도두항서5길 10,40.25,,기타,2021-02-23
마레1440,제주특별자치도 제주시 구좌읍 해맞이해안로 1440,132.22,,기타,2021-02-23
마레티하우스,제주특별자치도 제주시 구좌읍 선유로 445-55,85.2,064-782-3803,기타,2021-02-23
마로네,제주특별자치도 제주시 고마로5길 9-1,23.4,,기타,2021-02-23
마루나,제주특별자치도 제주시 한경면 금등4길 11,82.65,,기타,2021-02-23
마루해물항아리,제주특별자치도 제주시 애월읍 하가로 167-2,107.7,,기타,2021-02-23
마리나스크린골프구내,제주특별자치도 제주시 연삼로 38,33,064-749-7900,기타,2021-02-23
마리짱,제주특별자치도 제주시 연동10길 4,39.6,064-749-5242,기타,2021-02-23
마마무말가든,제주특별자치도 제주시 아연로 157,292.72,,기타,2021-02-23
마미포유카페,제주특별자치도 제주시 해안마을서4길 131,191.8,,기타,2021-02-23
마빈,제주특별자치도 제주시 삼성로 57,34.45,064-721-7400,기타,2021-02-23
마음에온,제주특별자치도 제주시 칠성로길 29-1,41,,기타,2021-02-23
마중물,제주특별자치도 제주시 서사로 62-3,82.32,064-702-8205,기타,2021-02-23
마초면탁,제주특별자치도 제주시 조천읍 중산간동로 456,80.14,,기타,2021-02-23
마카로워,제주특별자치도 제주시 신설로9길 12-3,62.67,,기타,2021-02-23
마타마타,제주특별자치도 제주시 애월읍 애상로 85-1,37.22,,기타,2021-02-23
마트료식당,제주특별자치도 제주시 애월읍 유수암로 138,59,,기타,2021-02-23
마트리모니오,제주특별자치도 제주시 아연로 195,89.03,,기타,2021-02-23
막둥이밥집,제주특별자치도 제주시 서광로19길 28-17,56,,기타,2021-02-23
막쇠시청점,제주특별자치도 제주시 서광로32길 36-1,105.6,,기타,2021-02-23
막창도둑신제주연동점,제주특별자치도 제주시 삼무로 38,122.1,,기타,2021-02-23
막창먹는놈외도점,제주특별자치도 제주시 우정로 82,96.31,,기타,2021-02-23
막창상회서사라점,제주특별자치도 제주시 서광로 207,70.21,,기타,2021-02-23
만나다공원,제주특별자치도 제주시 조천읍 곱은달길 33,85.41,,기타,2021-02-23
만당회센터,제주특별자치도 제주시 서광로 219,153.05,,기타,2021-02-23
만두랑분식,제주특별자치도 제주시 중앙로 266,61.7,,기타,2021-02-23
만두여행,제주특별자치도 제주시 제원2길 8,31.23,064-744-7779,기타,2021-02-23
만물식당,제주특별자치도 제주시 구좌읍 세평항로 46-6,28.8,,기타,2021-02-23
만민식당,제주특별자치도 제주시 한림읍 중산간서로 4618-1,197.37,,기타,2021-02-23
만배식당,제주특별자치도 제주시 도두항길 4-4,75.9,,기타,2021-02-23
